事業所番号,ｻｰﾋﾞｽ種類,事業所名,事業所郵便番号,事業所所在地1,事業所所在地2,事業所所在地3,事業所電話,事業所FAX,指定後状態名,指定年月日,法人種別名,法人(設置者)名,法人(設置者)所在地1,法人(設置者)所在地2,法人(設置者)所在地3,利用定員,施設等の区分
0120503685,共同生活援助,みんなの家,0050841,北海道札幌市南区,石山１条７丁目７番３８号,,011-591-0820,011-592-0820,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　札幌石山福祉会,北海道札幌市南区,真駒内１３３－１１０,,8,介護サービス包括型
0120501788,共同生活援助,グループホーム陽風１０２,0040022,北海道札幌市厚別区,厚別南３丁目４－２６,,011-892-6810,011-892-6810,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　長沼陽風会,北海道夕張郡長沼町,１１７番２,,13,介護サービス包括型
0120501507,共同生活援助,るあーな,0050850,北海道札幌市南区,石山東１丁目１番１９号,,011-592-1911,011-592-2993,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　聖静学園,北海道札幌市南区,石山７８－５３,,7,介護サービス包括型
0120402342,共同生活援助,そら,0060011,北海道札幌市手稲区,富丘１条４丁目３,,011-213-8333,011-213-8355,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　朔風,北海道札幌市中央区,南１９条西８丁目６０７－７,,19,介護サービス包括型
0120400890,共同生活援助,あしり,0060819,北海道札幌市手稲区,前田９条１７丁目２－３０,,011-681-3175,011-681-3175,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　はるにれの里,北海道石狩市,花川北１条５丁目１７１番地,,90,介護サービス包括型
0120400692,共同生活援助,この実らいふネット,0630022,北海道札幌市西区,平和２条６丁目１１番１号,,011-663-2263,011-666-1376,提供中,2014/4/1,社会福祉法人（社協以外）,社会福祉法人　札幌この実会,北海道札幌市西区,西野９６９番地２,,48,介護サービス包括型
0120203385,共同生活援助,グループホーム　フィット麻生,0010037,北海道札幌市北区,北３７条西２丁目２番１６号１０２号室,,011-214-1774,011-214-1774,提供中,2014/4/1,営利法人,株式会社north-ACT,北海道札幌市北区,新琴似８条３丁目３番１４号,,14,外部サービス利用型
0120203088,共同生活援助,エール生活支援ステーション,0010030,北海道札幌市北区,北30条西9丁目4-8-105,,011-768-7350,011-768-7351,提供中,2014/4/1,営利法人,エール株式会社,北海道札幌市東区,北２５条東９丁目２－１０,本間ビル,59,介護サービス包括型
0124701798,共同生活援助,ケアホーム　ウェルカムめむろ,0820036,北海道河西郡芽室町,西六条４丁目１番地１４,,0155-62-5449,0155-62-7449,提供中,2014/3/31,社会福祉法人（社協以外）,社会福祉法人　柏の里めむろ,北海道河西郡芽室町,西土狩北４線４８番地２,,6,介護サービス包括型
0125200253,共同生活援助,コミュ二ティハウス「あかり」,0920004,北海道網走郡美幌町,仲町1丁目141-40,,0152-72-5575,0152-72-5575,提供中,2014/3/27,非営利法人（ＮＰＯ）,特定非営利活動法人　美幌えくぼ福祉会,北海道網走郡美幌町,東三条北2丁目1番地,美幌町保健福祉総合センターしゃきっとプラザ1階,4,外部サービス利用型
0120402748,共同生活援助,援護寮　南郷館,0030022,北海道札幌市白石区,南郷通６丁目南６番８号,,011-827-8013,011-827-8014,提供中,2014/3/16,医療法人,社会医療法人　共栄会,北海道札幌市白石区,川下５７７番地８,,19,介護サービス包括型
0120203369,共同生活援助,グループホーム　Ｎａｎａｌａ,0010026,北海道札幌市北区,北２６条西８丁目２－６,北２６条マンション２０６号室,011-792-5079,011-792-5079,提供中,2014/3/4,非営利法人（ＮＰＯ）,特定非営利活動法人　クリオネ,北海道札幌市北区,北２５条西１４丁目３－１３,,7,外部サービス利用型
0120402755,共同生活援助,グループホームなつめ,0030002,北海道札幌市白石区,東札幌２条２丁目２－２９,ベルフォート１０１号,011-832-5737,011-832-5737,提供中,2014/2/1,非営利法人（ＮＰＯ）,特定非営利活動法人なつめ,北海道札幌市白石区,東札幌二条２丁目２－２９－１０１,,9,外部サービス利用型
0120402714,共同生活援助,特定非営利活動法人　オーク会　グループホーム　オレンジハイム,0030021,北海道札幌市白石区,栄通２丁目６－１８,,011-374-5501,,提供中,2013/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　オーク会,北海道札幌市白石区,南郷通２０丁目南１－２,,14,介護サービス包括型
0120300363,共同生活援助,イーストホープ,0070839,北海道札幌市東区,北３９条東６丁目１番１号２０３号,,011-214-1496,011-214-1496,提供中,2013/12/1,非営利法人（ＮＰＯ）,特定非営利活動法人　ふくろうの会,北海道札幌市中央区,南３条西１０丁目１００２番地１,Ｓ３１０ビル２０２号,6,外部サービス利用型
0125700724,共同生活援助,一体型共同生活介護・共同生活援助事業所　すくらむ,0680820,北海道岩見沢市,東山３丁目１８３番２１,,0126-23-0909,,提供中,2013/11/1,社会福祉法人（社協以外）,社会福祉法人　ゆあみ会,北海道岩見沢市,東山３丁目１８３番２０,,6,介護サービス包括型
0127500288,共同生活援助,医療法人優仁会,0730015,北海道滝川市,朝日町東１丁目５番１７号,,0125-22-4344,0125-26-1121,提供中,2013/9/1,医療法人,医療法人　優仁会,北海道滝川市,朝日町東２丁目１番５号,,6,外部サービス利用型
0120203245,共同生活援助,グループホーム道,0028024,北海道札幌市北区,篠路四条５丁目２－９,,011-771-8700,011-771-7050,提供中,2013/9/1,社団・財団,一般社団法人　札幌福祉就労支援センター,北海道札幌市東区,北３３条東１７丁目４－１８,,44,外部サービス利用型
0120402672,共同生活援助,ケアホーム・グループホームあそーと,0030807,北海道札幌市白石区,菊水７条３丁目４－２２,,011-799-0895,011-799-0896,提供中,2013/8/28,非営利法人（ＮＰＯ）,特定非営利活動法人　陽だまり,北海道札幌市白石区,菊水９条３丁目４－１３,,10,介護サービス包括型
0124701707,共同生活援助,たんぽぽ,0890531,北海道中川郡幕別町,札内暁町２８１番地の９,,0155-56-5130,0155-56-5130,提供中,2013/8/23,社会福祉法人（社協以外）,社会福祉法人　ひまわり,北海道中川郡幕別町,札内青葉町１８５番地,,4,介護サービス包括型
0124701681,共同生活援助,アクシズ,0890543,北海道中川郡幕別町,札内中央町３１９番地の４８,,0155-66-4681,0155-66-4682,提供中,2013/7/12,営利法人,株式会社　ミラータイム,北海道中川郡幕別町,札内中央町３１９番地の４８,,32,介護サービス包括型
0126400324,共同生活援助,共生型グループホーム　えがお末広,0770006,北海道留萌市,末広町3丁目34番地,,0164-56-1515,0164-56-1533,提供中,2013/4/1,社会福祉法人（社協）,社会福祉法人留萌市社会福祉協議会,北海道留萌市,五十嵐町１丁目１番１０号,,4,外部サービス利用型
0123500555,共同生活援助,共同生活援助事業所「岬」,0510003,北海道室蘭市,母恋南町2丁目22番3号,,0143-22-5671,0143-22-5672,提供中,2013/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　室蘭市手をつなぐ育成会,北海道室蘭市,母恋南町２丁目２２番３号,,8,外部サービス利用型
0122907637,共同生活援助,さくら舘１０１,0788251,北海道旭川市,旭川市東旭川北１条７丁目１１番１５号,,0166-74-3927,0166-74-3394,提供中,2013/4/1,非営利法人（ＮＰＯ）,特定非営利活動法人　さくら,北海道旭川市,東旭川北１条７丁目１１番１５号,,20,介護サービス包括型
0121700298,共同生活援助,せたな町障がい者グループホームのぞみ,0494501,北海道久遠郡せたな町,北檜山区北檜山２３５番地１,,0137845136,0137845136,提供中,2013/4/1,地方公共団体（市町村）,せたな町,北海道久遠郡せたな町,北檜山区徳島６３番地１,,10,外部サービス利用型
0121401376,共同生活援助,グループホームふるーる,0410262,北海道函館市,古川町１９１番地,,0138-58-3322,,提供中,2013/4/1,社会福祉法人（社協以外）,社会福祉法人函館緑風会,北海道函館市,古川町４４１番地３号,,14,介護サービス包括型
0121100440,共同生活援助,グループホーム アガペ,0660015,北海道千歳市,青葉1丁目９－１,,0123-26-7111,0123-29-7800,提供中,2013/4/1,営利法人,株式会社アガペ,北海道千歳市,青葉1丁目9番1号,,28,介護サービス包括型
0120900154,共同生活援助,ケアホーム　イエール真栄,0040836,北海道札幌市清田区,真栄６条１丁目１番１号,,011-885-6400,011-885-4000,提供中,2013/3/15,医療法人,医療法人社団　五風会,北海道札幌市清田区,真栄３１９番地,,10,介護サービス包括型
0122500481,共同生活援助,サポートセンターたね,0460011,北海道余市郡余市町,入舟町４６２番地２,,0135-22-7242,0135-22-7242,提供中,2013/3/1,非営利法人（ＮＰＯ）,特定非営利活動法人　しりべし地域サポートセンター,北海道虻田郡倶知安町,南三条東２丁目１番地,,4,介護サービス包括型
0120900147,共同生活援助,アルル,0040842,北海道札幌市清田区,清田２条１丁目６－１１,,011-398-5418,011-398-5419,提供中,2013/3/1,営利法人,株式会社　アルル,北海道札幌市豊平区,福住３条８丁目１３番１２号,,61,介護サービス包括型
0120402581,共同生活援助,あしたばハウス,0030025,北海道札幌市白石区,本郷通６丁目北３番２３号,,011-598-1910,011-598-1910,提供中,2012/12/13,営利法人,株式会社　ビーミス,北海道札幌市清田区,平岡６条４丁目１３番８号,,14,外部サービス利用型
0124601261,共同生活援助,とかちリカバリーハウス,0800042,北海道帯広市,西十二条北１丁目１３番地,,0155-67-0911,0155-67-0912,提供中,2012/11/28,非営利法人（ＮＰＯ）,特定非営利活動法人　とかちダルク,北海道帯広市,西十二条北１丁目１３番地,,14,介護サービス包括型
0124600800,共同生活援助,みんなのいえ,0802336,北海道帯広市,八千代町東１線１８０番地１０,,0155-60-2012,0155-60-2012,提供中,2012/10/29,非営利法人（ＮＰＯ）,特定非営利活動法人　サポートセンター・えん,北海道帯広市,八千代町東１線１８０番地９,,9,介護サービス包括型
0120900113,共同生活援助,地域生活支援センター　うれしぱ,0040802,北海道札幌市清田区,里塚２条２丁目１２－１５,,011-889-5656,011-889-5633,提供中,2012/10/1,社会福祉法人（社協以外）,社会福祉法人　札幌協働福祉会,北海道札幌市北区,あいの里１条６丁目１番２号,,4,介護サービス包括型
0120203120,共同生活援助,わかな荘,0010033,北海道札幌市北区,北３３条西１１丁目５－１０,,011-788-6180,011-788-6180,提供中,2012/10/1,非営利法人（ＮＰＯ）,特定非営利活動法人　地域障害者活動支援センター　創生もえぎ,北海道札幌市北区,北三十三条西１０丁目３－１,,8,外部サービス利用型
0124601212,共同生活援助,外部サービス利用型共同生活援助事業所　せせらぎ,0891241,北海道帯広市,大正本町東１条１丁目７番地,,0155-64-2671,,提供中,2012/9/21,社会福祉法人（社協以外）,社会福祉法人　帯広太陽福祉会,北海道帯広市,上帯広町西１線７６番地２,,5,外部サービス利用型
0120101746,共同生活援助,のぞみ,0010910,北海道札幌市北区,新琴似十条１２丁目２－１,,080-32918972,011-206-6169,提供中,2012/9/7,非営利法人（ＮＰＯ）,特定非営利活動法人　福祉事業団ひかりの家,北海道札幌市西区,二十四軒３条２丁目５－２６,パールビル,8,介護サービス包括型
0120600077,共同生活援助,サポートセンター支え,0050801,北海道札幌市南区,川沿１条２丁目１番１６号,,011-572-7612,011-572-7616,提供中,2012/9/1,非営利法人（ＮＰＯ）,特定非営利活動法人　ぬくもりの介護,北海道札幌市南区,川沿１条２丁目１番１６号,,39,介護サービス包括型
