申請者－法人種別,申請者－名称,申請者－郵便番号,申請者－住所,,申請者－電話番号,事業所－名称,事業所－郵便番号,事業所－地域,事業所－住所,事業所－電話番号,ｻｰﾋﾞｽ種類,事業所番号,指定年月日
地方公共団体（市町村）,足立区,1208510,東京都足立区,中央本町１－１７－１,03-3880-5111,足立区大谷田ホーム,1200001,東京都足立区,大谷田１－４４－３　２階,03-3629-2286,共同生活援助,1322103282,2016/4/1
社会福祉法人（社協以外）,社会福祉法人ゆいのもり福祉協会,1960011,東京都昭島市,上川原町１－９－１５,042-542-5160,太陽と風,1960011,東京都昭島市,＊,042-542-7270,共同生活援助,1323000446,2016/4/1
その他法人,一般社団法人ヴィータ,1840012,東京都小金井市,中町３－２２－１０－４１０　小金井中町マンション,8056801812,ファミリア西国分寺,1850013,東京都国分寺市,西恋ケ窪２－２０－６,042-307-3562,共同生活援助,1323300556,2016/4/1
営利法人,株式会社ステディーリンク,2050001,東京都羽村市,小作台５－１７－１４,042-578-9961,グループホーム　リックス,2050016,東京都羽村市,＊,042-578-9961,共同生活援助,1325000238,2016/4/1
その他法人,一般社団法人ハミングバード,1660004,東京都杉並区,阿佐谷南１－１８－６－４０２、４０３,042-312-4855,グループホームネスト,1660004,東京都杉並区,＊,03-3392-8833,共同生活援助,1321502559,2016/5/1
その他法人,一般社団法人社会福祉普及協議会,1140023,東京都北区,滝野川３－１５－５,8013630428,しょうとう苑,1140023,東京都北区,滝野川３－１５－５,8013630428,共同生活援助,1321701938,2016/5/1
その他法人,一般社団法人福祉の会ひなたぼっこ,1740064,東京都板橋区,中台２－３０－８,03-6912-3978,グループホームひなたぼっこ,1740064,東京都板橋区,中台２－３０－１２,03-6912-3978,共同生活援助,1321902924,2016/5/1
社団・財団,一般社団法人コ・オペレイト　ラボ,1920906,東京都八王子市,八王子市椚田町１２１４－１－１０２,042-632-1440,グループホーム　フリーバード,1930934,東京都八王子市,*,042-632-1440,共同生活援助,1322403351,2016/5/1
社会福祉法人（社協以外）,社会福祉法人あけぼの福祉会,1830056,東京都府中市,寿町３－３－６,042-367-0640,グループホームあけぼの,1830056,東京都府中市,寿町３－９－１１,042-319-8915,共同生活援助,1322901255,2016/5/1
社会福祉法人（社協以外）,社会福祉法人けやきの杜,1850003,東京都国分寺市,戸倉４－１４－７,042-321-2200,地域共同生活支援センター・キッピス,1850003,東京都国分寺市,戸倉１－２７－１０,042-329-1021,共同生活援助,1323700623,2016/5/1
その他法人,一般社団法人　フォレス,1670031,東京都杉並区,本天沼２－１－１７,03-6670-7287,フォレス,1660016,東京都杉並区,成田西４－８－５,9061575968,共同生活援助,1321502609,2016/6/1
非営利法人（ＮＰＯ）,特定非営利活動法人まゆだま,1920906,東京都八王子市,北野町５１８－２,042-649-9828,ここんⅠ,1920919,東京都八王子市,七国１－５－６,042-638-8776,共同生活援助,1322403385,2016/7/1
社団・財団,一般社団法人多幸,1910033,東京都日野市,百草４８８－１,042-591-7677,グループホームときわ,1920352,東京都八王子市,大塚６３２－４　ハイツベルグラント２１２号,7010482107,共同生活援助,1322403393,2016/7/1
非営利法人（ＮＰＯ）,特定非営利活動法人Somewhere,1940201,東京都町田市,上小山田町３０２０－１７,044-281-3878,サニーサイド小山田,1940201,東京都町田市,＊,9083329029,共同生活援助,1323201846,2016/7/1
非営利法人（ＮＰＯ）,特定非営利活動法人MOTHER12,1080014,東京都港区,芝５－２７－１　三田ＳＳビル,03-6435-2285,１番線ホーム,1080014,東京都港区,芝５－２７－１　三田ＳＳビル,03-6435-2285,共同生活援助,1320301425,2016/8/1
社会福祉法人（社協以外）,社会福祉法人藍,1540023,東京都世田谷区,若林５－２－９,03-3412-1366,Garden藍,1540023,東京都世田谷区,若林４－２５－１４　２Ｆ,03-6453-1980,共同生活援助,1321203760,2016/8/1
非営利法人（ＮＰＯ）,特定非営利活動法人ヴェスタ,1920373,東京都八王子市,上柚木１０９０－１１,042-682-3006,ヴェスタ,1920373,東京都八王子市,上柚木１０９０－１１,042-682-3006,共同生活援助,1322403435,2016/8/1
社団・財団,一般社団法人花みずき,1920014,東京都八王子市,みつい台２－１０－１８,042-686-1106,つむぎ,1920914,東京都八王子市,片倉町５２８－１,042-649-9881,共同生活援助,1322403443,2016/8/1
社団・財団,一般社団法人　ａｎｉｍｏ,1910052,東京都日野市,東豊田３－６－１０,042-511-3303,ＧＨあにも,1910052,東京都日野市,東豊田３－６－１０,042-511-3303,共同生活援助,1323501088,2016/8/1
営利法人,有限会社ペガサス,1230851,東京都足立区,梅田２－８－７,03-5681-8039,ロッキー,1210063,東京都足立区,東保木間１－１０－１２,03-5856-7033,共同生活援助,1322103464,2016/9/1
非営利法人（ＮＰＯ）,特定非営利活動法人えのき,2080011,東京都武蔵村山市,学園３－８４－１,042-565-6062,グループホーム　えのき,2080013,東京都武蔵村山市,大南３－３９－４,042-569-8809,共同生活援助,1324600467,2016/9/1
非営利法人（ＮＰＯ）,特定非営利活動法人エヌフィット,1030013,東京都中央区,日本橋人形町３－３－１０,03-6231-0776,エヌホームズ人形町,1030013,東京都中央区,＊,03-6231-0776,共同生活援助,1320200635,2016/10/1
社会福祉法人（社協以外）,社会福祉法人原町成年寮,1240013,東京都葛飾区,東立石４－５３－８,03-3697-7774,サザンクロスかつしか,1240012,東京都葛飾区,立石１－７－２９,03-6657-6188,共同生活援助,1322202316,2016/10/1
非営利法人（ＮＰＯ）,特定非営利活動法人翔和学園,1640011,東京都中野区,中央１－３８－１　アクロスシティ中野坂上ビル,03-5338-0338,グループホーム翔和,1650023,東京都中野区,＊,03-5906-543,共同生活援助,1321401646,2016/11/1
社会福祉法人（社協以外）,社会福祉法人さざんかの会,1150043,東京都北区,神谷２－１７－２,03-3903-3942,ファミーレららら,1150043,東京都北区,神谷２－３７－１３,03-5939-6067,共同生活援助,1321701953,2016/11/1
その他法人,一般社団法人　真陽,1440035,東京都大田区,南蒲田３－１４－１５,03-6423-6486,メルヴェイユ糀谷,1440035,東京都大田区,南蒲田３－１４－１５,03-6423-6486,共同生活援助,1321102749,2016/12/1
その他法人,有限会社サンケイソイル,9840012,宮城県仙台市若林区,六丁の目中町７－７３－２０２,022-288-0310,ユニライフ梅島,1230851,東京都足立区,梅田８－３－１３,03-6806-4075,共同生活援助,1322103530,2017/1/1
社会福祉法人（社協以外）,社会福祉法人原町成年寮,1240013,東京都葛飾区,東立石４－５３ー８,03-3697-7774,奏かつしか,1240004,東京都葛飾区,東堀切１－５－１３,03-3691-1381,共同生活援助,1322202324,2017/1/1
非営利法人（ＮＰＯ）,特定非営利活動法人ことのはサポート,1340091,東京都江戸川区,船堀２－２１－６藤ビル３０１,03-5659-5607,ＣＡＳＡことのは,1320033,東京都江戸川区,東小松川２－１３－２２,03-5879-9471,共同生活援助,1322303288,2017/1/1
社団・財団,一般社団法人　イドコロ,1900021,東京都立川市,羽衣町３－１－１２　マンション青３０１,5011075024,スミカ　たちかわ,1900021,東京都立川市,＊,5011075024,共同生活援助,1322501030,2017/2/1
その他法人,一般社団法人　Your Lifestyle研究所,2020002,東京都西東京市,ひばりが丘北３－６－３,03-6220-0361,YLひばりが丘事業所,2020002,東京都西東京市,＊,042-439-9871,共同生活援助,1323900819,2017/3/1
社団・財団,一般社団法人共生社会創造機構,1210813,東京都足立区,竹の塚１－４０－１５　ビジネスポート竹の塚５Ｆ,03-5856-9170,コンフォート,1210832,東京都足立区,古千谷本町２－１６－８,03-5856-9170,共同生活援助,1322103563,2017/4/1
社会福祉法人（社協以外）,社会福祉法人すみれ会,1900034,東京都立川市,西砂町４－７５－２,042-531-0761,ファースト西砂,1900034,東京都立川市,西砂町６－７６－１８,042-520-8766,共同生活援助,1322501055,2017/4/1
社団・財団,一般社団法人 Life Commit,1850024,東京都国分寺市,泉町１－１０３８－２,042-315-5996,グループホームパレシア,1830013,東京都府中市,＊,042-367-6053,共同生活援助,1322901305,2017/4/1
社会福祉法人（社協以外）,社会福祉法人チャレンジャー支援機構,1840004,東京都小金井市,本町１－６－１７,042-388-4020,みぎわホーム,1840004,東京都小金井市,本町４－２０－２６,042-401-1875,共同生活援助,1323300606,2017/4/1
社会福祉法人（社協以外）,社会福祉法人全国スモンの会,1870032,東京都小平市,小川町１－５９０,042-345-2811,グループホーム　アゼリア,1870032,東京都小平市,小川町１－３０４１－３,042-313-6788,共同生活援助,1323400950,2017/4/1
非営利法人（ＮＰＯ）,特定非営利活動法人シンビオシス,1130033,東京都文京区,本郷１－１０－１４　加奈利屋館ビル２階,03-3816-4141,グループホーム　バディ,1740063,東京都板橋区,＊,03-5948-7656,共同生活援助,1321903161,2017/5/1
社団・財団,一般社団法人オールスマイル,1030027,東京都中央区,日本橋２－１－１７　丹生ビル２階,03-6869-5518,オールスマイルえどがわ,1320013,東京都江戸川区,＊,03-6796-0234,共同生活援助,1322303361,2017/5/1
社会福祉法人（社協以外）,社会福祉法人八王子いちょうの会,1930834,東京都八王子市,東浅川町６６６,042-673-8055,わっしょい,1930834,東京都八王子市,東浅川町５０９－１９,042-673-6597,共同生活援助,1322403625,2017/5/1
社団・財団,一般社団法人あおい,1140024,東京都北区,西ケ原３－５３－１４,03-3940-3525,グループホーム「はるもあ」,1730037,東京都板橋区,小茂根２－３０－６,03-3972-5600,共同生活援助,1321903203,2017/6/1
営利法人,合同会社若竹の会,1870032,東京都小平市,小川町１－８０１－９９,042-313-6437,若竹ホーム,1850002,東京都国分寺市,＊,9017993737,共同生活援助,1323700664,2017/6/1
社団・財団,一般社団法人ＨＡＬ,3360923,埼玉県さいたま市緑区,大字大間木１７０８－１０,9030666499,グループホーム　トネリコ,1460095,東京都大田区,多摩川１－３５－１３,9030666499,共同生活援助,1321102848,2017/7/1
非営利法人（ＮＰＯ）,特定非営利活動法人自律支援センターさぽーと,1130033,東京都文京区,本郷３－１８－１１　ＴＹビル３０２,03-3816-5121,カーサ・デ・アルティステ,1140024,東京都北区,＊,8041332139,共同生活援助,1321702027,2017/7/1
医療法人,医療法人財団青溪会,1938505,東京都八王子市,裏高尾町２７３,042-663-2222,グループホーム駒里,1930832,東京都八王子市,＊,042-690-6251,共同生活援助,1322403666,2017/7/1
営利法人,ハートランド株式会社,1980042,東京都青梅市,東青梅１－１３－１　ベリッヂフォート東青梅２Ｆ,0428-25-0070,ハートランド,1980042,東京都青梅市,東青梅１－１３－１　ベリッヂフォート東青梅２Ｆ,0428-25-0070,共同生活援助,1322800747,2017/7/1
社団・財団,一般社団法人日本代替医療食品研究会,1060031,東京都港区,西麻布４－１１－４－６０１,03-5424-1004,９３５ファミリー・ワン,1080073,東京都港区,＊,03-6447-7728,共同生活援助,1320301532,2017/8/1
社会福祉法人（社協以外）,社会福祉法人わかぎり,1120003,東京都文京区,春日２－１９－３,03-3812-3501,わかぎりの家,1120003,東京都文京区,春日２－１９－３　北原ビル４・５階,03-3812-3501,共同生活援助,1320500935,2017/8/1
社団・財団,一般社団法人あすぽ,1570062,東京都世田谷区,南烏山１－４－９,03-6379-8842,グループホーム　西田荘,1570062,東京都世田谷区,＊,03-6379-8842,共同生活援助,1321204073,2017/8/1
