No.,申請者名称,事業所番号,枝番／ 連番,事業所名称,事業所郵便番号,事業所所在地,事業所電話番号,事業所FAX番号,共同生活住居名称,共同生活住居〒,共同生活住居所在地,主たる対象者(身体障害者),主たる対象者(知的障害者),主たる対象者(精神障害者),主たる対象者(難病等対象者),異動年月日,異動区分,施設等の区分,利用定員数
435,特定非営利活動法人自立生活をささえる会いなほ,1123100560,2,ケアホームほのか,3600847,埼玉県熊谷市籠原南３－１８４,048-533-8812,048-533-8812,ケアホームのどか,3600847,埼玉県熊谷市籠原南三丁目２３３番地,○,○,○,×,2021/4/1,変更,1:介護サービス包括型,9
436,特定非営利活動法人さつき寮,1123100636,1,さつき寮,3600201,埼玉県熊谷市妻沼１４６１番地４,048-588-5266,048-588-5266,さつき寮　本館,3600201,埼玉県熊谷市妻沼1461-4,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,3
437,特定非営利活動法人さつき寮,1123100636,11,さつき寮,3600201,埼玉県熊谷市妻沼１４６１番地４,048-588-5266,048-588-5266,さつき寮　聖音,3600201,埼玉県熊谷市妻沼１４７６番地２,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,10
438,特定非営利活動法人さつき寮,1123100636,12,さつき寮,3600201,埼玉県熊谷市妻沼１４６１番地４,048-588-5266,048-588-5266,さつき寮　慈音,3600201,埼玉県熊谷市妻沼１４７６番地３,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,10
439,特定非営利活動法人さつき寮,1123100636,13,さつき寮,3600201,埼玉県熊谷市妻沼１４６１番地４,048-588-5266,048-588-5266,さつき寮　弥音,3600201,埼玉県熊谷市妻沼１４６１番地３,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
440,社会福祉法人たんぽぽ福祉会,1123100693,1,スカイパレット,3600812,埼玉県熊谷市大原一丁目２番３５号,048-525-9442,048-525-9442,スカイパレット,3600812,埼玉県熊谷市大原一丁目２番３５号,×,×,○,×,2021/4/1,変更,1:介護サービス包括型,6
441,特定非営利活動法人めぬま七草の会,1123100727,1,すずしろホーム,3600201,埼玉県熊谷市妻沼７７２番地,048-588-5739,048-588-5739,すずしろホーム,3600201,埼玉県熊谷市妻沼７７２番地,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,5
442,特定非営利活動法人生活ホーム江南,1123100768,1,生活ホーム江南,3600111,埼玉県熊谷市押切２６２０番地１２,0485-36-0402,0485-36-0402,生活ホーム江南,3600111,埼玉県熊谷市押切２６２０番地１２,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,9
443,一般社団法人それいゆ,1123100818,1,それいゆ館,3600201,埼玉県熊谷市妻沼１４９２番地２１,048-594-8814,048-594-8814,それいゆ館,3600201,埼玉県熊谷市妻沼１４９２番地２１,×,×,○,×,2021/4/1,変更,1:介護サービス包括型,5
444,一般社団法人それいゆ,1123100818,2,それいゆ館,3600201,埼玉県熊谷市妻沼１４９２番地２１,048-594-8814,048-594-8814,クローバー,3660052,埼玉県深谷市上柴町西3-16-10,×,×,○,×,2021/4/1,変更,1:介護サービス包括型,5
445,一般社団法人それいゆ,1123100818,3,それいゆ館,3600201,埼玉県熊谷市妻沼１４９２番地２１,048-594-8814,048-594-8814,コスモピア,3660052,埼玉県深谷市上柴町西２丁目２番地２８,×,×,○,×,2021/4/1,変更,1:介護サービス包括型,9
446,一般社団法人ねむの木の丘,1123100834,1,ケアホームアルビジア,3600164,埼玉県熊谷市楊井１７８４番地１６,048-501-5883,048-501-5886,ケアホームアルビジア　ユニット１,3600164,埼玉県熊谷市楊井１７８４番地１６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
447,一般社団法人ねむの木の丘,1123100834,2,ケアホームアルビジア,3600164,埼玉県熊谷市楊井１７８４番地１６,048-501-5883,048-501-5886,ケアホームアルビジア　ユニット２,3600101,埼玉県熊谷市野原９１８番地１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,6
448,一般社団法人ねむの木の丘,1123100834,3,ケアホームアルビジア,3600164,埼玉県熊谷市楊井１７８４番地１６,048-501-5883,048-501-5886,楊井寮,3600164,埼玉県熊谷市楊井１６１５番地２,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,7
449,一般社団法人ねむの木の丘,1123100834,4,ケアホームアルビジア,3600164,埼玉県熊谷市楊井１７８４番地１６,048-501-5883,048-501-5886,野原寮,3600101,埼玉県熊谷市野原９１８番地１１,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,3
450,一般社団法人ねむの木の丘,1123100834,5,ケアホームアルビジア,3600164,埼玉県熊谷市楊井１７８４番地１６,048-501-5883,048-501-5886,耕地寮,3600164,埼玉県熊谷市楊井１８１２番地４,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
451,一般社団法人ねむの木の丘,1123100834,6,ケアホームアルビジア,3600164,埼玉県熊谷市楊井１７８４番地１６,048-501-5883,048-501-5886,江南寮,3600101,埼玉県熊谷市野原８９６番地１７,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
452,ＮＰＯ法人あけぼの,1123100842,1,グループホームあけぼの,3600816,埼玉県熊谷市石原１０９７－６,048-527-5227,048-527-5227,グループホームあけぼの,3600816,埼玉県熊谷市石原１０９７－６,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,9
453,有限会社いなすず,1123100891,1,いなほ,3600232,埼玉県熊谷市道ケ谷戸230-2,048-567-0101,048-567-0105,いなほ,3600232,埼玉県熊谷市道ケ谷戸230-2,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,5
454,特定非営利活動法人精神保健福祉の会ひなたぼっこ,1123100958,1,グループホーム　ショコラ,3600821,埼玉県熊谷市伊勢町３５４番１カワラマチハイツ伊勢町１０５他,08025558167,048-525-5623,グループホーム　ショコラ,3600821,"埼玉県熊谷市伊勢町３５４－１カワラマチハイツ伊勢町101,102,103,105,203",×,○,○,×,2021/4/1,変更,1:介護サービス包括型,6
455,特定非営利活動法人自立生活センター遊TOピア,1123101097,1,ピアハウス,3600831,埼玉県熊谷市久保島１６８０－１,048-598-6223,048-598-6223,ピアハウス,3600831,埼玉県熊谷市久保島１６８０－１,○,○,×,×,2021/4/1,変更,1:介護サービス包括型,6
458,一般社団法人弥栄会,1123101196,1,グループホーム　ことば座,3600201,埼玉県熊谷市妻沼１７２０番地１５,048-589-2727,048-538-9330,グループホーム　ことば座,3600201,埼玉県熊谷市妻沼１７２０番地１５,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,6
459,特定非営利活動法人すずの輝,1123101204,1,すずの輝,3600013,埼玉県熊谷市中西二丁目２番３号,048-501-2922,048-501-2922,すずの輝,3600013,埼玉県熊谷市中西二丁目２番３号,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
475,特定非営利活動法人萌友,1123257519,1,グループホーム　萌友寮,3550135,埼玉県比企郡吉見町前河内３２０－３,0493-54-4667,0493-54-4667,グループホーム　萌友寮,3550135,埼玉県比企郡吉見町前河内３２０－３,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
479,特定非営利活動法人あすなろ会,1123285916,1,あすなろホーム,3550201,埼玉県比企郡嵐山町古里７６１番地１,0493-62-3996,0493-53-4045,あすなろホーム,3550201,埼玉県比企郡嵐山町古里７６１－１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,9
480,医療法人昭友会,1123285932,1,グループホーム森の家,3550811,埼玉県比企郡滑川町羽尾３９３７－１,0493-56-4775,0493-56-4817,グループホーム森の家,3550811,埼玉県比企郡滑川町羽尾３９３７－１,×,×,○,×,2021/4/1,変更,2:外部サービス利用型,9
482,社会福祉法人滑川珠美園,1123286021,2,ひまわりホーム,3550018,埼玉県東松山市松山町２丁目９－１１,0493-56-3971,0493-56-5967,みどり荘,3550027,埼玉県東松山市美土里町１０－２０,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
483,特定非営利活動法人のぎく会,1123286096,1,のぎく会,3550125,埼玉県比企郡吉見町大字蚊斗谷６４番地１,0493-54-7104,0493-54-7292,のぎく会　ロワジール月舘１０１,3550110,埼玉県比企郡吉見町東野三丁目１４番地１１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
484,特定非営利活動法人のぎく会,1123286096,2,のぎく会,3550125,埼玉県比企郡吉見町大字蚊斗谷６４番地１,0493-54-7104,0493-54-7292,のぎく会　ロワジール月舘１０２,3550110,埼玉県比企郡吉見町東野三丁目１４番地１１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
485,特定非営利活動法人のぎく会,1123286096,3,のぎく会,3550125,埼玉県比企郡吉見町大字蚊斗谷６４番地１,0493-54-7104,0493-54-7292,のぎく会　ロワジール月舘２０１,3550110,埼玉県比企郡吉見町東野三丁目１４番地１１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
486,特定非営利活動法人のぎく会,1123286096,4,のぎく会,3550125,埼玉県比企郡吉見町大字蚊斗谷６４番地１,0493-54-7104,0493-54-7292,のぎく会　ロワジール月舘２０２,3550110,埼玉県比企郡吉見町東野三丁目１４番地１１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
487,特定非営利活動法人のぎく会,1123286096,5,のぎく会,3550125,埼玉県比企郡吉見町大字蚊斗谷６４番地１,0493-54-7104,0493-54-7292,のぎく会　吾妻,3550110,埼玉県比企郡吉見町東野六丁目７番地１２,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
488,特定非営利活動法人のぎく会,1123286096,6,のぎく会,3550125,埼玉県比企郡吉見町大字蚊斗谷６４番地１,0493-54-7104,0493-54-7292,のぎく会　のぎく寮,3550125,埼玉県比企郡吉見町大字蚊斗谷６４番地１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
489,社会福祉法人ありす福祉会,1123286153,1,グループホームかのん,3500323,埼玉県比企郡鳩山町大字小用１２０１－１,049-296-7077,049-277-4661,グループホームいずみ荘,3500302,埼玉県比企郡鳩山町大橋６３－１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,4
491,社会福祉法人ありす福祉会,1123286153,3,グループホームかのん,3500323,埼玉県比企郡鳩山町大字小用１２０１－１,049-296-7077,049-277-4661,グループホーム今宿寮,3500323,埼玉県比企郡鳩山町大字小用１２０１－１,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,14
493,社会福祉法人ありす福祉会,1123286153,5,グループホームかのん,3500323,埼玉県比企郡鳩山町大字小用１２０１－１,049-296-7077,049-277-4661,グループホームいつき寮,3500275,埼玉県坂戸市伊豆の山町１８－８,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,16
494,特定非営利活動法人はっぴー,1123286179,1,グループホームはっぴー,3550354,埼玉県比企郡ときがわ町大字番匠１７１番地２,0493-65-3153,0493-65-3153,グループホームはっぴー,3550354,埼玉県比企郡ときがわ町大字番匠１７１番地２,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,7
495,特定非営利活動法人はぁとびぃと,1123286211,1,グループホーム　ビタミンはうす,3550328,埼玉県比企郡小川町大字大塚字杤本１７１－３,0493-66-1111,0493-66-1111,グループホーム　ビタミンはうす,3550328,埼玉県比企郡小川町大字大塚字杤本１７１－３,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,5
496,特定非営利活動法人はぁとびぃと,1123286211,2,グループホーム　ビタミンはうす,3550328,埼玉県比企郡小川町大字大塚字杤本１７１－３,0493-66-1111,0493-66-1111,ビタミンＢハウス,3550328,埼玉県比企郡小川町大塚杤本146-2,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,4
497,社会福祉法人ウィング,1123286237,1,グループホームにじ,3500122,埼玉県比企郡川島町下八ツ林６６９番地３,049-292-1221,049-298-4800,グループホームにじ,3500122,埼玉県比企郡川島町下八ツ林６６９番地３,○,○,○,○,2021/4/1,変更,1:介護サービス包括型,6
499,合同会社ラボリ,1123286393,1,グループホームラボリ和,3500324,埼玉県比企郡鳩山町大豆戸字イゴ田１４２番９,049-227-9631,049-227-9632,グループホームラボリ和,3500324,埼玉県比企郡鳩山町大豆戸字イゴ田１４２番９,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
509,特定非営利活動法人山﨑,1123286435,1,京ハイム,3550328,埼玉県比企郡小川町大字大塚６８１番地８,0493-81-7210,0493-81-7210,京ハイム,3550328,埼玉県比企郡小川町大字大塚６８１番地８,×,○,×,×,2021/4/1,変更,1:介護サービス包括型,7
510,社会福祉法人青い鳥福祉会,1123300020,1,あおぞら荘,3550213,埼玉県比企郡嵐山町川島１７６０－１０,0493-81-7557,0493-81-7567,第４あおぞら荘,3550010,埼玉県東松山市美原町２－８－６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,7
511,社会福祉法人青い鳥福祉会,1123300020,2,あおぞら荘,3550213,埼玉県比企郡嵐山町川島１７６０－１０,0493-81-7557,0493-81-7567,らんざん荘,3550213,埼玉県比企郡嵐山町川島１７６０－６,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,14
512,社会福祉法人青い鳥福祉会,1123300020,5,あおぞら荘,3550213,埼玉県比企郡嵐山町川島１７６０－１０,0493-81-7557,0493-81-7567,あおぞら荘,3550213,埼玉県比企郡嵐山町川島１７６０－１０,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
513,社会福祉法人青い鳥福祉会,1123300020,6,あおぞら荘,3550213,埼玉県比企郡嵐山町川島１７６０－１０,0493-81-7557,0493-81-7567,あかつきホームＡ,3550077,埼玉県東松山市上唐子1491-2,×,○,○,×,2021/4/1,変更,1:介護サービス包括型,10
